524.500,152.500,9.600,4.800
523.976,152.516,9.592,4.795
523.453,152.532,9.584,4.789
522.929,152.547,9.576,4.784
522.405,152.563,9.568,4.779
521.882,152.579,9.561,4.774
521.358,152.595,9.553,4.768
520.834,152.611,9.545,4.763
520.311,152.626,9.537,4.758
519.787,152.642,9.529,4.753
519.263,152.658,9.521,4.747
518.739,152.674,9.513,4.742
518.216,152.689,9.505,4.737
517.692,152.705,9.497,4.732
517.168,152.721,9.489,4.726
516.645,152.737,9.482,4.721
516.121,152.753,9.474,4.716
515.597,152.768,9.466,4.711
515.074,152.784,9.458,4.705
514.550,152.800,9.450,4.700
514.026,152.816,9.442,4.695
513.503,152.832,9.434,4.689
512.979,152.847,9.426,4.684
512.455,152.863,9.418,4.679
511.932,152.879,9.411,4.674
511.408,152.895,9.403,4.668
510.884,152.911,9.395,4.663
510.361,152.926,9.387,4.658
509.837,152.942,9.379,4.653
509.313,152.958,9.371,4.647
508.789,152.974,9.363,4.642
508.266,152.989,9.355,4.637
507.742,153.005,9.347,4.632
507.218,153.021,9.339,4.626
506.695,153.037,9.332,4.621
506.171,153.053,9.324,4.616
505.647,153.068,9.316,4.611
505.124,153.084,9.308,4.605
504.600,153.100,9.300,4.600
504.056,153.148,9.319,4.585
503.511,153.196,9.337,4.570
502.967,153.244,9.356,4.556
502.422,153.293,9.374,4.541
501.878,153.341,9.393,4.526
501.333,153.389,9.411,4.511
500.789,153.437,9.430,4.496
500.244,153.485,9.448,4.481
499.700,153.533,9.467,4.467
499.156,153.581,9.485,4.452
498.611,153.630,9.504,4.437
498.067,153.678,9.522,4.422
497.522,153.726,9.541,4.407
496.978,153.774,9.559,4.393
496.433,153.822,9.578,4.378
495.889,153.870,9.596,4.363
495.344,153.919,9.615,4.348
494.800,153.967,9.633,4.333
494.256,154.015,9.652,4.319
493.711,154.063,9.670,4.304
493.167,154.111,9.689,4.289
492.622,154.159,9.707,4.274
492.078,154.207,9.726,4.259
491.533,154.256,9.744,4.244
490.989,154.304,9.763,4.230
490.444,154.352,9.781,4.215
