173.000,150.000,5.300,4.200
173.370,150.080,5.360,4.210
173.730,150.150,5.420,4.220
174.100,150.230,5.480,4.230
174.460,150.310,5.540,4.230
174.830,150.390,5.600,4.260
175.190,150.460,5.660,4.320
175.560,150.540,5.720,4.370
175.920,150.620,5.780,4.420
176.290,150.700,5.840,4.470
176.650,150.770,5.900,4.530
177.020,150.850,5.960,4.580
177.380,150.930,6.020,4.630
177.750,151.010,6.080,4.680
178.110,151.080,6.140,4.740
178.480,151.160,6.200,4.790
178.840,151.240,6.260,4.840
179.210,151.320,6.320,4.890
179.570,151.390,6.380,4.950
179.940,151.470,6.440,5.000
180.300,151.550,6.500,5.050
180.700,151.660,6.510,5.090
181.100,151.760,6.520,5.140
181.500,151.870,6.530,5.180
181.900,151.980,6.540,5.220
182.300,152.090,6.550,5.260
182.700,152.190,6.560,5.310
183.100,152.300,6.570,5.350
183.500,152.410,6.580,5.390
183.900,152.520,6.590,5.430
184.300,152.620,6.600,5.480
184.700,152.730,6.610,5.520
185.100,152.840,6.620,5.560
185.500,152.950,6.630,5.600
185.900,153.050,6.640,5.650
186.300,153.160,6.650,5.690
186.700,153.270,6.660,5.730
187.100,153.380,6.670,5.770
187.500,153.480,6.680,5.820
187.900,153.590,6.690,5.860
188.300,153.700,6.700,5.900
188.760,153.880,6.640,5.810
189.220,154.050,6.580,5.720
189.680,154.230,6.520,5.630
190.140,154.400,6.460,5.540
190.600,154.580,6.400,5.450
191.060,154.760,6.340,5.350
191.520,154.930,6.280,5.270
191.980,155.110,6.220,5.170
192.440,155.280,6.160,5.090
192.900,155.460,6.100,4.990
193.360,155.640,6.040,4.970
193.820,155.810,5.980,4.950
194.280,155.990,5.920,4.930
194.740,156.170,5.860,4.900
195.200,156.340,5.800,4.890
195.660,156.520,5.740,4.860
196.120,156.690,5.720,4.850
196.580,156.870,5.710,4.820
197.040,157.050,5.710,4.800
197.500,157.220,5.700,4.780
197.920,157.380,5.720,4.770
198.350,157.540,5.730,4.770
198.770,157.700,5.750,4.760
199.200,157.860,5.760,4.760
199.620,158.020,5.780,4.750
200.050,158.180,5.790,4.750
200.480,158.330,5.800,4.750
200.900,158.490,5.820,4.750
201.330,158.650,5.830,4.740
201.750,158.810,5.850,4.740
202.170,158.970,5.890,4.730
202.600,159.130,5.920,4.730
203.020,159.290,5.960,4.720
203.450,159.450,5.990,4.720
203.880,159.610,6.020,4.710
204.300,159.760,6.060,4.720
204.730,159.920,6.090,4.710
205.150,160.080,6.130,4.710
205.580,160.240,6.160,4.700
206.000,160.400,6.200,4.700
206.420,160.600,6.270,4.730
206.840,160.790,6.340,4.770
207.260,160.990,6.410,4.800
207.680,161.190,6.480,4.830
208.100,161.380,6.550,4.870
208.520,161.580,6.620,4.900
208.940,161.780,6.690,4.930
209.360,161.970,6.760,4.970
209.780,162.170,6.830,5.000
210.200,162.370,6.900,5.030
210.620,162.570,6.970,5.080
211.040,162.760,7.040,5.140
211.460,162.960,7.110,5.190
211.880,163.160,7.180,5.240
212.300,163.350,7.250,5.300
212.720,163.550,7.320,5.350
213.140,163.750,7.390,5.400
213.560,163.940,7.460,5.460
213.980,164.140,7.530,5.510
214.400,164.340,7.600,5.560
214.890,164.520,7.530,5.570
215.370,164.710,7.460,5.560
215.860,164.900,7.390,5.560
216.340,165.090,7.320,5.550
216.830,165.280,7.250,5.550
217.310,165.470,7.180,5.540
217.800,165.650,7.110,5.550
218.280,165.840,7.040,5.540
218.770,166.030,6.970,5.540
219.250,166.220,6.900,5.530
219.740,166.410,6.830,5.530
220.220,166.590,6.760,5.530
220.710,166.780,6.690,5.530
221.190,166.970,6.620,5.530
221.680,167.160,6.550,5.540
222.160,167.350,6.480,5.550
222.650,167.540,6.410,5.560
223.130,167.720,6.340,5.580
223.620,167.910,6.270,5.590
224.100,168.100,6.200,5.600
224.540,168.300,6.240,5.630
224.970,168.510,6.290,5.640
225.410,168.710,6.330,5.670
225.840,168.920,6.380,5.680
226.280,169.120,6.420,5.710
226.710,169.330,6.470,5.720
227.150,169.530,6.510,5.750
227.580,169.740,6.560,5.760
228.020,169.940,6.600,5.790
228.450,170.150,6.650,5.800
228.890,170.350,6.690,5.830
229.320,170.560,6.740,5.840
229.760,170.760,6.780,5.870
230.190,170.970,6.830,5.880
230.630,171.170,6.870,5.910
231.060,171.380,6.920,5.920
231.500,171.580,6.960,5.950
231.930,171.790,7.010,5.960
232.370,171.990,7.050,5.990
232.800,172.200,7.100,6.000
233.260,172.390,7.100,6.030
233.720,172.580,7.100,6.050
234.170,172.770,7.110,6.080
234.630,172.960,7.110,6.100
235.090,173.150,7.110,6.130
235.550,173.340,7.110,6.150
236.010,173.530,7.110,6.180
236.460,173.720,7.120,6.200
236.920,173.910,7.120,6.230
237.380,174.100,7.120,6.250
237.840,174.290,7.120,6.280
238.290,174.480,7.130,6.300
238.750,174.670,7.130,6.330
239.210,174.860,7.130,6.350
239.670,175.050,7.130,6.380
240.130,175.240,7.130,6.400
240.580,175.430,7.140,6.430
241.040,175.620,7.140,6.450
241.500,175.810,7.140,6.480
241.960,176.000,7.140,6.500
242.480,176.270,7.090,6.440
243.000,176.530,7.030,6.380
243.520,176.800,6.980,6.320
244.050,177.060,6.910,6.260
244.570,177.330,6.860,6.200
245.090,177.590,6.800,6.150
245.610,177.860,6.750,6.120
246.130,178.120,6.690,6.100
246.660,178.390,6.630,6.070
247.180,178.650,6.570,6.050
247.700,178.920,6.520,6.020
