150.500,146.800,7.700,6.310
151.150,146.680,7.540,6.270
151.800,146.570,7.380,6.220
152.450,146.450,7.220,6.170
153.100,146.330,7.060,6.130
153.750,146.220,6.900,6.080
154.400,146.100,6.740,6.040
155.050,145.980,6.580,6.000
155.700,145.870,6.420,5.950
156.350,145.750,6.260,5.910
157.000,145.630,6.100,5.870
157.540,145.470,6.100,5.870
158.080,145.300,6.100,5.870
158.620,145.140,6.100,5.870
159.160,144.970,6.100,5.870
159.700,144.810,6.100,5.870
160.240,144.650,6.100,5.860
160.780,144.480,6.100,5.870
161.320,144.320,6.100,5.870
161.860,144.150,6.100,5.870
162.400,143.990,6.100,5.870
162.850,143.950,6.100,5.920
163.300,143.920,6.100,5.970
163.750,143.880,6.100,6.020
164.200,143.850,6.100,6.060
164.650,143.810,6.100,6.120
165.100,143.780,6.100,6.160
165.550,143.740,6.100,6.220
166.000,143.710,6.100,6.260
166.450,143.670,6.100,6.320
166.900,143.630,6.100,6.370
167.440,143.490,6.150,6.390
167.980,143.350,6.200,6.410
168.520,143.200,6.250,6.440
169.060,143.060,6.300,6.460
169.600,142.920,6.350,6.480
170.140,142.770,6.400,6.510
170.680,142.630,6.450,6.530
171.220,142.490,6.500,6.550
171.760,142.340,6.550,6.580
172.300,142.200,6.600,6.600
172.710,142.110,6.600,6.600
173.120,142.010,6.600,6.600
173.530,141.920,6.600,6.600
173.940,141.820,6.600,6.600
174.350,141.730,6.600,6.600
174.770,141.640,6.600,6.600
175.180,141.540,6.600,6.600
175.590,141.450,6.600,6.600
176.000,141.360,6.600,6.600
176.410,141.260,6.600,6.600
176.900,141.160,6.460,6.420
177.390,141.050,6.320,6.240
177.880,140.940,6.180,6.060
178.370,140.840,6.040,5.880
178.850,140.730,5.900,5.700
179.340,140.620,5.760,5.520
179.830,140.520,5.620,5.340
180.320,140.410,5.480,5.160
180.810,140.310,5.340,4.980
181.300,140.200,5.200,4.800
181.630,140.140,5.200,4.800
181.960,140.080,5.200,4.800
182.290,140.020,5.200,4.800
182.610,139.970,5.200,4.800
182.940,139.910,5.200,4.800
183.270,139.850,5.200,4.800
183.600,139.790,5.200,4.800
183.930,139.730,5.200,4.800
184.260,139.670,5.200,4.800
184.590,139.610,5.200,4.800
184.930,139.430,5.290,4.860
185.270,139.250,5.380,4.920
185.610,139.070,5.470,4.980
185.950,138.890,5.560,5.040
186.290,138.710,5.650,5.100
186.630,138.530,5.740,5.160
186.970,138.340,5.840,5.220
187.310,138.160,5.930,5.280
187.650,137.980,6.020,5.340
187.990,137.800,6.110,5.400
188.340,137.680,6.050,5.470
188.700,137.570,5.980,5.530
189.050,137.450,5.920,5.600
189.400,137.330,5.860,5.670
189.750,137.210,5.800,5.740
190.110,137.100,5.730,5.800
190.460,136.980,5.670,5.870
190.810,136.860,5.610,5.940
191.160,136.740,5.550,6.010
191.510,136.630,5.490,6.070
191.970,136.660,5.450,5.920
192.430,136.700,5.420,5.760
192.890,136.740,5.380,5.600
193.350,136.780,5.340,5.440
193.810,136.810,5.300,5.290
194.270,136.850,5.270,5.130
194.720,136.890,5.240,4.970
195.180,136.930,5.200,4.810
195.640,136.960,5.160,4.660
196.100,137.000,5.130,4.500
196.440,136.820,5.050,4.590
196.780,136.650,4.980,4.670
197.120,136.470,4.910,4.760
197.460,136.300,4.840,4.840
197.800,136.120,4.760,4.930
198.140,135.940,4.690,5.020
198.480,135.770,4.620,5.100
198.820,135.590,4.550,5.190
199.160,135.420,4.470,5.270
